task,candidate_kind,candidate_id,native_verdict,securebench_verdict,agree,sha256,recorded_in_test_verdict,native_reward,native_error,securebench_status,securebench_source,securebench_error
deep-swe/obsidian-linter-auto-table-of-contents,mutant,test_semantic_mutants_fail[toc-content-blank-line-layout-collapsed]#1,fail,fail,yes,530b377cb3fda827ed18ad657a06939edcf7e9c4a0929a5bce84cd6587aa9854,failed,0,,failed,command-replay,
deep-swe/obsidian-linter-auto-table-of-contents,reference,test_reference_passes_in_fresh_evaluations#1,pass,pass,yes,5a775107c047f8c630092303cc5c3eb59d44de3ef44cece4e4dbe38afd170d66,passed,1,,passed,command-replay,
deep-swe/obsidian-linter-auto-table-of-contents,mutant,test_dropping_the_largest_source_file_fails#1,fail,fail,yes,7e288c29c8b8182e7602fdaf5c4c4422f818c86617ee83bbaf620ce6621bb5c8,failed,0,,failed,command-replay,
deep-swe/obsidian-linter-auto-table-of-contents,malicious,test_malicious_candidates_are_rejected[jest_setup_forged_result]#1,fail,fail,yes,9d040b632c7d64b6cfdf379e8cb378b8c2c0bcd78637a20d063b8b70fc1d782d,failed,0,,failed,command-replay,
deep-swe/obsidian-linter-auto-table-of-contents,mutant,test_semantic_mutants_fail[toc-region-heading-exclusion-removed]#1,fail,fail,yes,c57d004b3b5c57b6d25e52aa5f46b0a49072db44a84f0924931387a811e07b1e,failed,0,,failed,command-replay,
deep-swe/obsidian-linter-auto-table-of-contents,base,test_base_fails_through_the_real_capture_path#1,fail,fail,yes,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,failed,0,,failed,command-replay,
deep-swe/mashumaro-flattened-dataclass-fields,mutant,test_targeted_real_code_mutant_fails[rename-pack-alias-precedence]#1,fail,fail,yes,2a12d3612ca88347c25e5be49f734b9e1266d59e7fd5520f5c303371db3e6fae,failed,0,,failed,command-replay,
deep-swe/mashumaro-flattened-dataclass-fields,mutant,test_targeted_real_code_mutant_fails[collision-alias-blind-spot]#1,fail,fail,yes,78e8144c12becaaec03e70280d408a04d307b09583829e139fe444ef75480f45,failed,0,,failed,command-replay,
deep-swe/mashumaro-flattened-dataclass-fields,reference,test_reference_passes_in_fresh_evaluations#1,pass,pass,yes,97d965b3be2ebfc93b23674d310e9160b5c75e647801700adb41cb267220048d,passed,1,,passed,command-replay,
deep-swe/mashumaro-flattened-dataclass-fields,mutant,test_dropping_the_largest_source_change_fails#1,fail,fail,yes,cb53a413f91e051efea3025c8ed402f20a56b56b0db52191990a3407f76ca53d,failed,0,,failed,command-replay,
deep-swe/mashumaro-flattened-dataclass-fields,base,test_base_fails_through_the_real_capture_path#1,fail,fail,yes,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,failed,0,,failed,command-replay,
deep-swe/mashumaro-flattened-dataclass-fields,mutant,test_targeted_real_code_mutant_fails[prefix-true-separator]#1,fail,fail,yes,f0de4987656217e920b076ec5defa4a9d61d69a1f93422b73d5aa675d85ad0bc,failed,0,,failed,command-replay,
deep-swe/ts-pattern-match-each,mutant,test_semantic_mutants_fail[returntype-guard-dropped]#1,fail,fail,yes,1371d72c5fcad88d0b8af359c884988e6acd2eb73b14241fbeea14eceb8f52b6,failed,0,,failed,command-replay,
deep-swe/ts-pattern-match-each,mutant,test_semantic_mutants_fail[reintroduces-short-circuit]#1,fail,fail,yes,3250ad19007dd36cd5a965b43a9c3e62e83bbe63ad58841d8eb434fcba084886,failed,0,,failed,command-replay,
deep-swe/ts-pattern-match-each,mutant,test_dropping_the_largest_source_file_fails#1,fail,fail,yes,39da2101485aa556e16ad22d906d1ee7276fdff0e2d5c8529c36fde4df176b67,failed,0,,failed,command-replay,
deep-swe/ts-pattern-match-each,mutant,test_semantic_mutants_fail[otherwise-always-includes-default]#1,fail,fail,yes,6dfa9e315d0e927750fc5b0bd8307dec0ae4ec4de9ff52030bcb95223aba8748,failed,0,,failed,command-replay,
deep-swe/ts-pattern-match-each,reference,test_reference_passes_in_fresh_evaluations#1,pass,pass,yes,8d0e7a64021f0796082221cfc56ade31a0f3deb4ab2822c361e1a8dd77650489,passed,1,,passed,command-replay,
deep-swe/ts-pattern-match-each,mutant,test_semantic_mutants_fail[exhaustiveness-type-constraint-dropped]#1,fail,fail,yes,bb9cf5e8f3fb0f6d23d8f522bcb296e8cc212117c610c5b92df7142ab878f83a,failed,0,,failed,command-replay,
deep-swe/ts-pattern-match-each,mutant,test_semantic_mutants_fail[tap-dropped]#1,fail,fail,yes,c90ce760f5a2fb3214b8f6fdba3f6a2656d8d6785c519a2e3fab7005f821c9c3,failed,0,,failed,command-replay,
deep-swe/ts-pattern-match-each,base,test_base_fails_through_the_real_capture_path#1,fail,fail,yes,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,failed,0,,failed,command-replay,
deep-swe/python-statemachine-state-data-scoping,mutant,test_targeted_real_code_mutant_fails[datavar-type-check-disabled]#1,fail,fail,yes,1b71a323ed49adaacdc4663d173e7e6ab65165e396b9c2e17934b3769d9bdbbb,failed,0,,failed,command-replay,
deep-swe/python-statemachine-state-data-scoping,mutant,test_dropping_the_largest_source_change_fails#1,fail,fail,yes,6a35ed8ee3c0f9152825f08492452ca0c59152a21b85c7f267850d9da4a1b551,failed,0,,failed,command-replay,
deep-swe/python-statemachine-state-data-scoping,mutant,test_targeted_real_code_mutant_fails[shadowing-precedence]#1,fail,fail,yes,777aa3a8a056a2b2f884b3d1c5103e480eeadb947cac3a115788b735e1493411,failed,0,,failed,command-replay,
deep-swe/python-statemachine-state-data-scoping,reference,test_reference_passes_in_fresh_evaluations#1,pass,pass,yes,aecd5e92bc129fbc6db6dc1fca3de584bbc91dbca1114d30f77a5660a1d5e766,passed,1,,passed,command-replay,
deep-swe/python-statemachine-state-data-scoping,mutant,test_targeted_real_code_mutant_fails[data-changes-not-cleared]#1,fail,fail,yes,dd22fa7abd10d9e962e2bd944ddc7ad9147fd3914f1399db032bb11fcc3678f2,failed,0,,failed,command-replay,
deep-swe/python-statemachine-state-data-scoping,base,test_base_fails_through_the_real_capture_path#1,fail,fail,yes,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,failed,0,,failed,command-replay,
deep-swe/true-myth-iterable-collection-combinators,mutant,test_dropping_the_largest_source_file_fails#1,fail,fail,yes,4484e7596404abbab64f8bad29972299852390ced2479c12b68e0ac92d895f3d,failed,0,,failed,command-replay,
deep-swe/true-myth-iterable-collection-combinators,mutant,test_semantic_mutants_fail[sequence-does-not-short-circuit]#1,fail,fail,yes,52fc642f71271b2d9921357ddbbb93518ba4ccf4d4d80a14651ada64a365da47,failed,0,,failed,command-replay,
deep-swe/true-myth-iterable-collection-combinators,mutant,test_semantic_mutants_fail[retryn-never-retries]#1,fail,fail,yes,7e0e368bcce767a8812e941e48abe3ebad3bc6328c657c5fcd801a57b8b1cd3f,failed,0,,failed,command-replay,
deep-swe/true-myth-iterable-collection-combinators,mutant,test_semantic_mutants_fail[task-sequence-pushes-in-completion-order]#1,fail,fail,yes,9955cb04d52c5e438f9b871a4b05b9c74bcadef9c22037923efe2dda6b043a7d,failed,0,,failed,command-replay,
deep-swe/true-myth-iterable-collection-combinators,reference,test_reference_passes_in_fresh_evaluations#1,pass,pass,yes,c2aac26109a490a76c38d7de7e7dfb6e7516673f3ffd3761b8d812d7d6bb66df,infrastructure_error,1,,passed,command-replay,
deep-swe/true-myth-iterable-collection-combinators,mutant,test_semantic_mutants_fail[traverseserial-runs-in-parallel]#1,fail,fail,yes,c2e06579e0fc4395774b4013d2e353a537cf10b1218f3abc4d5c648b76db9000,failed,0,,failed,command-replay,
deep-swe/true-myth-iterable-collection-combinators,base,test_base_fails_through_the_real_capture_path#1,fail,fail,yes,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,failed,0,,failed,command-replay,
deep-swe/helm-unified-manifest-stream,mutant,test_incomplete_implementation_mutant_fails#1,fail,fail,yes,010110426bccb4db99e86eecdc72c30e7c033df931def60e3cb312319c42d692,failed,0,,failed,command-replay,
deep-swe/helm-unified-manifest-stream,reference,test_reference_passes_in_fresh_evaluations#1,pass,pass,yes,4e24591195b4f188f53af54d19c7facaec410c9651e945d574546c55213b665f,passed,1,,passed,command-replay,
deep-swe/helm-unified-manifest-stream,mutant,test_get_manifest_hook_precedence_swapped_mutant_fails#1,fail,fail,yes,b2322d15b24b82c86ca022cc1486519c7d3ced32eeabd1b841572ead7b198410,failed,0,,failed,command-replay,
deep-swe/helm-unified-manifest-stream,mutant,test_get_manifest_path_ordering_reversed_mutant_fails#1,fail,fail,yes,d86fad4504cc22f682beaf21efc9900b9464f0c66097e03501659fc17721d5df,failed,0,,failed,command-replay,
deep-swe/helm-unified-manifest-stream,base,test_base_fails_through_the_real_capture_path#1,fail,fail,yes,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,failed,0,,failed,command-replay,
deep-swe/helm-unified-manifest-stream,mutant,test_upgrade_happy_helming_regression_mutant_fails#1,fail,fail,yes,e55b46b0fa911f1f37e2e014dcfdcbefe762d22ac4b1a7f0ce696c3772fd890a,failed,0,,failed,command-replay,
deep-swe/skrub-duration-encoding,reference,test_reference_passes_in_fresh_evaluations#1,pass,infrastructure_error,n/a,02b3e1aecaebed22fb0e85edf5fc25807c3b1f61e7a06b18c53536aff1258616,passed,1,,infrastructure_error,command-replay,
deep-swe/skrub-duration-encoding,mutant,test_targeted_real_code_mutant_fails[resolution-detection]#1,fail,infrastructure_error,n/a,86de23246982ed6717e2b9d2aaa0081344749821e93ac0bea9c71cdead5d3b99,failed,0,,infrastructure_error,command-replay,
deep-swe/skrub-duration-encoding,mutant,test_dropping_the_largest_source_change_fails#1,fail,fail,yes,967d6b12575c4982cc165253efb61d505fd30ee086ad5730ec9f9083cd1b1c31,failed,0,,failed,command-replay,
deep-swe/skrub-duration-encoding,mutant,test_targeted_real_code_mutant_fails[handle-negative-swapped]#1,fail,fail,yes,9a5b9130183f37dae14425345191d2eeae50df827c5af3b669ccd17628e8eaad,failed,0,,failed,command-replay,
deep-swe/skrub-duration-encoding,base,test_base_fails_through_the_real_capture_path#1,fail,fail,yes,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,failed,0,,failed,command-replay,
deep-swe/skrub-duration-encoding,mutant,test_targeted_real_code_mutant_fails[minmax-clip-dropped]#1,fail,infrastructure_error,n/a,f737c0a7fec97586851465f36ee011315252a6450b4abf7c85bb076f9f2e89aa,failed,0,,infrastructure_error,command-replay,
deep-swe/sqlfmt-create-table-ddl-formatting,mutant,test_targeted_real_code_mutant_fails[if-not-exists-not-lowercased]#1,fail,fail,yes,582aaaacae191dd676159da180ddb8150aa031ff7e55cb25b4599a0e9534629a,infrastructure_error,0,,failed,command-replay,
deep-swe/sqlfmt-create-table-ddl-formatting,mutant,test_targeted_real_code_mutant_fails[columns-may-merge]#1,fail,fail,yes,603259e26778d1222eb1065cccd73a948354a446daa6636798adeebdc82db00d,failed,0,,failed,command-replay,
deep-swe/sqlfmt-create-table-ddl-formatting,mutant,test_dropping_the_largest_source_change_fails#1,fail,fail,yes,83c3f2750191267da721d12704759f6876404e061c69752b6a4bc887425113fb,failed,0,,failed,command-replay,
deep-swe/sqlfmt-create-table-ddl-formatting,base,test_base_fails_through_the_real_capture_path#1,fail,fail,yes,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,failed,0,,failed,command-replay,
deep-swe/sqlfmt-create-table-ddl-formatting,reference,test_reference_passes_in_fresh_evaluations#1,pass,pass,yes,ef190e0a685d614446f4ceb267ee7d0d24383559f1c33ea365593f8e4618367e,passed,1,,passed,command-replay,
deep-swe/sqlfmt-create-table-ddl-formatting,mutant,test_targeted_real_code_mutant_fails[unique-table-constraint-misclassified]#1,pass,fail,no,ff0a7d0d909e45893dbf3d9578487121227138421e0586bd876da6465bab1c99,failed,1,,failed,command-replay,
deep-swe/anko-default-function-arguments,mutant,test_too_many_arguments_check_removed_mutant_fails#1,fail,fail,yes,0a504a0aba35b5eaf7e482ab8659ec8e87ab9eba2309bdbfe56d62235cc450ff,failed,0,,failed,command-replay,
deep-swe/anko-default-function-arguments,mutant,test_missing_rewriter_file_mutant_fails#1,fail,fail,yes,10f4336d4e2202b3176a9e5ca526a37cb2548398e084a5c7daab570d94fd32ea,failed,0,,failed,command-replay,
deep-swe/anko-default-function-arguments,mutant,test_default_before_required_ordering_check_removed_mutant_fails#1,fail,fail,yes,1f116f49840d746e2e13146d095ae795f726bd60f9247382086245284d223a76,failed,0,,failed,command-replay,
deep-swe/anko-default-function-arguments,reference,test_reference_passes_in_fresh_evaluations#1,pass,pass,yes,a506c03793aaf066be36af0ff2a4a949450e52deee8db3496f333036e80e9316,passed,1,,passed,command-replay,
deep-swe/anko-default-function-arguments,mutant,test_default_always_assigned_ignoring_explicit_arg_mutant_fails#1,fail,fail,yes,d7f47bdd2f7b735554652c75edeaa6e2d48cc214693323db421c24fc2546feea,failed,0,,failed,command-replay,
deep-swe/anko-default-function-arguments,base,test_base_fails_through_the_real_capture_path#1,fail,fail,yes,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,failed,0,,failed,command-replay,
deep-swe/csstree-shorthand-expansion-compression,mutant,test_semantic_mutants_fail[font-drops-slash-join]#1,fail,fail,yes,1f46cf3eda35412018cae9d81f370505dc31fc7b242e2fa51cbf954e9c93c5ee,failed,0,,failed,command-replay,
deep-swe/csstree-shorthand-expansion-compression,mutant,test_semantic_mutants_fail[background-color-joined-across-layers]#1,fail,fail,yes,4cd64cbb94a485734aa62dc77d0a52f1b4bf5ce51573840aa931d3fe7f6bf4eb,failed,0,,failed,command-replay,
deep-swe/csstree-shorthand-expansion-compression,mutant,test_dropping_the_largest_source_file_fails#1,fail,fail,yes,54e859fb814f7064d8a38019f262bbba8a373e38a42a26638c623a55f94c0237,failed,0,,failed,command-replay,
deep-swe/csstree-shorthand-expansion-compression,mutant,test_semantic_mutants_fail[compress-box-model-wrong-3-value-condition]#1,fail,fail,yes,a2735e71a3dfb6e91558bb364281c21208801e3a0e6994dc7fd67b503884b4e7,failed,0,,failed,command-replay,
deep-swe/csstree-shorthand-expansion-compression,base,test_base_fails_through_the_real_capture_path#1,fail,fail,yes,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,failed,0,,failed,command-replay,
deep-swe/csstree-shorthand-expansion-compression,reference,test_reference_passes_in_fresh_evaluations#1,pass,pass,yes,fb88c5c0bf02cb56731c8712c4b1a812f6da17babacb83a81ab4ddb6b56eb1ce,passed,1,,passed,command-replay,
deep-swe/tengo-callable-instance-isolation,reference,test_reference_passes_in_fresh_evaluations#1,pass,pass,yes,2768c3a8e41ec9fc02709dd77aca530b4be847f79ef609c3d28be62725847362,passed,1,,passed,command-replay,
deep-swe/tengo-callable-instance-isolation,mutant,test_set_no_longer_deep_clones_mutant_fails#1,fail,fail,yes,3e72ae168cefb88d8781662eeff02acd3d16a3ad8de8ede638561407b5fdff84,failed,0,,failed,command-replay,
deep-swe/tengo-callable-instance-isolation,mutant,test_call_error_drops_runtime_prefix_and_position_mutant_fails#1,fail,fail,yes,9f6a91a8aadf61f75f894b86a6beec09661e87f7a81bd4786cf85477bc274d58,failed,0,,failed,command-replay,
deep-swe/tengo-callable-instance-isolation,mutant,test_incomplete_implementation_mutant_fails#1,fail,fail,yes,c33af49d841a87742ec4464f077143c954c2d12ed0efae790fdc97c627a5a251,failed,0,,failed,command-replay,
deep-swe/tengo-callable-instance-isolation,mutant,test_clone_leaves_simple_functions_unbound_mutant_fails#1,fail,fail,yes,df4cdaf81d291401f212aaa84655222b9e8fd4f52c907d2d3babc0f3f0266644,failed,0,,failed,command-replay,
deep-swe/tengo-callable-instance-isolation,base,test_base_fails_through_the_real_capture_path#1,fail,fail,yes,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,failed,0,,failed,command-replay,
deep-swe/tomlkit-toml-table-converters,mutant,test_dropping_the_largest_source_change_fails#1,fail,fail,yes,2a5108cdbf9bb69df478b67add8d9ece1f1fbbbd3f9d07a002f02329f35646f7,failed,0,,failed,command-replay,
deep-swe/tomlkit-toml-table-converters,mutant,test_targeted_real_code_mutant_fails[max-depth-ignored]#1,pass,fail,no,b29a910c32b9b24996a8b9f40e9a8b5ef67efa6eb0d4e595252d79804f616bc8,failed,1,,failed,command-replay,
deep-swe/tomlkit-toml-table-converters,mutant,test_targeted_real_code_mutant_fails[aot-descendant-check-disabled]#1,fail,fail,yes,c641108738ce841329987dad8b8184bdd1254cf3fedb6a03e144372307d1ef1b,failed,0,,failed,command-replay,
deep-swe/tomlkit-toml-table-converters,reference,test_reference_passes_in_fresh_evaluations#1,pass,pass,yes,ceed00ee93606e6466f46237dbbeb1106ee47f3816ee4031f1054e52d2af66ad,passed,1,,passed,command-replay,
deep-swe/tomlkit-toml-table-converters,mutant,test_targeted_real_code_mutant_fails[standard-table-header-comment-dropped]#1,fail,fail,yes,cfb20af6a81d3d3d14c6fe368d148e913325a03c4cff899f0b0789648f66a9f4,failed,0,,failed,command-replay,
deep-swe/tomlkit-toml-table-converters,base,test_base_fails_through_the_real_capture_path#1,fail,fail,yes,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,failed,0,,failed,command-replay,
deep-swe/obsidian-linter-scoped-ignore-markers,mutant,test_semantic_mutants_fail[disable-all-selective-reenable-filter-dropped]#1,fail,fail,yes,04cc02b6c508e008e042d7545e4064b18155c0575aa6d41544152b2c0c542e5d,failed,0,,failed,command-replay,
deep-swe/obsidian-linter-scoped-ignore-markers,mutant,test_dropping_the_largest_source_file_fails#1,fail,fail,yes,5b32614fab35610c2620c2ad9b2eb33f943801537b1de5ad7ff323f02bd714f8,failed,0,,failed,command-replay,
deep-swe/obsidian-linter-scoped-ignore-markers,reference,test_reference_passes_in_fresh_evaluations#1,pass,pass,yes,bdc016aec3d99bcf2dcad4580ca80deeb31450b67490ac0658896a069a71c4b5,passed,1,,passed,command-replay,
deep-swe/obsidian-linter-scoped-ignore-markers,mutant,test_semantic_mutants_fail[protected-context-detection-disabled]#1,fail,fail,yes,bfff2f7734ef424162af9f0d3713ba1a35a86d5e58808d159147efa2270719a7,failed,0,,failed,command-replay,
deep-swe/obsidian-linter-scoped-ignore-markers,mutant,test_semantic_mutants_fail[scoped-disable-regex-drops-standalone-line-anchor]#1,fail,fail,yes,c24c033b6eae302e261bdb71d13892db01ecc2de7b1b57532726fe6871241919,failed,0,,failed,command-replay,
deep-swe/obsidian-linter-scoped-ignore-markers,base,test_base_fails_through_the_real_capture_path#1,fail,fail,yes,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,failed,0,,failed,command-replay,
deep-swe/helm-array-merge-strategies,reference,test_reference_passes_in_fresh_evaluations#1,pass,pass,yes,61f698035d10d2cfad08b67cf748451b7d6355f738f9771cb3ded13893b2757f,passed,1,,passed,command-replay,
deep-swe/helm-array-merge-strategies,mutant,test_nested_merge_key_resolution_mutant_fails#1,fail,fail,yes,8910e3a27ef559d79b76cf646bdc15b7c28a31e62f9c642073eb6f86dd44fa9a,failed,0,,failed,command-replay,
deep-swe/helm-array-merge-strategies,mutant,test_cli_override_precedence_mutant_fails#1,pass,fail,no,b2049ef554a2976040ec0fd464ae048b7020cde21c51dfad35c2d094b37499d7,failed,1,,failed,command-replay,
deep-swe/helm-array-merge-strategies,mutant,test_append_order_reversed_mutant_fails#1,fail,fail,yes,c288701a7f349c10e200a2c96f7a8c8eac2f28dbaba656933ef41d037786ef22,failed,0,,failed,command-replay,
deep-swe/helm-array-merge-strategies,mutant,test_incomplete_implementation_mutant_fails#1,fail,fail,yes,ceec1929bece1489c1e9e8bcd9481973d62349c2e6be387cb1a28fdeba72ac2b,failed,0,,failed,command-replay,
deep-swe/helm-array-merge-strategies,base,test_base_fails_through_the_real_capture_path#1,fail,fail,yes,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,failed,0,,failed,command-replay,
terminal-bench/constraints-scheduling,malicious,test_file_bundle_capture_rejects_malicious_shapes[symlink-constraints-scheduling]#1,fail,fail,yes,3704185829c1fd735f7265ada15091754567182497211f2830315a7b2def0d0a,,0.0,,failed,command-replay,
terminal-bench/constraints-scheduling,malicious,test_file_bundle_capture_rejects_malicious_shapes[directory-constraints-scheduling]#1,fail,fail,yes,4510eb080facb645486de2ebf64245f1fabdf4eff7059642c84e28d274c7c9d7,,0.0,,failed,command-replay,
